Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2018,Mercedes-Benz,C 300,19347,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11500
2016,Kia,Sorento,23914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4600
2017,Mercedes-Benz,GLS 400,22795,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,19100
2019,Nissan,Sentra,168981,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3200
2021,Toyota,Camry,35954,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,20500
2018,Toyota,Rav 4,18732,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2018,Hyundai,Kona,45061,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,11000
2016,BMW,X5,120700,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7400
2018,Lexus,IS 350 F Sport,56327,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,34000
2018,Mercedes-Benz,E 300,18674,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,14300
2016,Ford,F150,23914,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10300
2018,Hyundai,Tucson,18347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5500
2016,Honda,Accord,23951,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4700
2022,Chevrolet,Trailblazer,34660,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7500
2019,Kia,Forte,16093,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5000
2017,Audi,A4,78777,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7500
2016,Mazda,CX5,107826,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,17500
2005,Nissan,X-Trail,173000,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,7400
2020,Lexus,UX 200,36235,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14000
2020,Ford,Mustang,18265,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,7600
2017,Nissan,Maxima,21739,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4800
2016,Toyota,Highlander,22739,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13500
2019,Kia,Optima,18375,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2016,Hyundai,Elantra,95749,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,2800
2021,Mazda,3,16954,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7700
2016,Audi,A6,21658,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6500
2001,Ford,Transit,178000,Ֆուրգոն,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,մաքսազերծված չ,12500
2017,Lexus,GX 460,148059,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14000
2020,Toyota,Camry,50000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,35000
2021,Ford,Mustang,68397,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10000
2022,Volkswagen,ID.4,15,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Կապույտ,Մաքսազերծված,35600
2013,Toyota,Camry,149668,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,15300
2012,Hyundai,Elantra,177027,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8000
2016,Toyota,Tundra,25000,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10600
2016,Chrysler,200,160977,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2578
2021,Nissan,Maxima,22852,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7000
2020,Toyota,Highlander,18345,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,17600
2019,Ford,Fusion,42000,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Կարմիր,մաքսազերծված չ,8500
2017,Nissan,Maxima,21835,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2020,Nissan,Sentra,36029,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5800
2021,Mazda,CX5,12741,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,9700
2017,Kia,Sportage,21736,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6200
2015,Chrysler,200,177027,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,11500
2021,Toyota,Camry,6199,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,18000
2021,Lexus,RX 350,16732,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,19600
2018,BMW,330,19345,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7200
2021,Toyota,Rav 4,16843,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9100
2018,Toyota,Rav 4,11426,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,8100
2020,Lexus,ES 250,41842,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,50000
2017,Mercedes-Benz,E 300,20100,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13100
2018,Toyota,Camry,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7100
2019,Audi,Q7,48280,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13100
2020,Kia,Forte,45476,Սեդան,Վարիատոր,Ձախ,Բենզին,Սև,մաքսազերծված չ,16300
2017,Porsche,Panamera,21732,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,21500
2018,Honda,Accord,72013,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6700
2016,BMW,320,133977,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4000
2016,Mercedes-Benz,C 300,21941,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,7100
2002,Peugeot,406,236928,Սեդան,Մեխանիկական,Ձախ,Բենզին,Կանաչ,Մաքսազերծված,3700
2018,Kia,Optima,115681,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12500
2018,Toyota,Tundra,18347,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,14300
2014,Chevrolet,Volt,43452,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,4200
2018,Toyota,Camry,17348,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7100
2018,Mercedes-Benz,Sprinter,380000,Ֆուրգոն,Ավտոմատ,Ձախ,Դիզել,Սպիտակ,Մաքսազերծված,34000
2021,Lexus,IS 350 F Sport,42816,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17000
2019,Honda,Accord,18495,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6700
2017,Hyundai,Elantra,90123,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3100
2017,Infiniti,Q60,52454,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,9200
2017,Toyota,Corolla,115938,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,11100
2017,Mercedes-Benz,E 200,95000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,40000
2017,Chevrolet,Camaro,21732,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7200
2017,Ford,Fusion,19934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3200
2022,Hyundai,Accent,1498,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5500
2016,Kia,Forte,130356,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,10900
2015,Ford,S-Max,281635,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Հիբրիդ,Ոսկեգույն,Մաքսազերծված,11900
2021,Mercedes-Benz,GLC 43 AMG,48164,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,28000
2022,Hyundai,Elantra,25640,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2018,BMW,330,19247,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12200
2017,Nissan,Sentra,87136,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4300
2019,Kia,Sorento,80167,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,15450
2004,Mercedes-Benz,E 320,210000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Մաքսազերծված,8600
2017,Nissan,Altima,19972,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3300
2005,Volkswagen,Golf,130000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,6500
2017,Mercedes-Benz,GLA 250,22632,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7900
2021,Kia,Rio,10541,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6500
2019,Toyota,Camry,86743,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11000
2016,Mazda,6,22168,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3300
2018,Honda,Civic,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2019,Mercedes-Benz,GLA 250,25329,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10200
2022,BMW,X3,15947,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,15400
2018,Nissan,Sentra,25000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2800
2019,BMW,X5,37014,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,30000
2018,Hyundai,Elantra,24000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,15500
2017,Chevrolet,Impala,23591,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,մաքսազերծված չ,2500
1997,Mercedes-Benz,C 180,28000,Սեդան,Մեխանիկական,Ձախ,Գազ,Սև,Մաքսազերծված,5500
2022,Toyota,Land Cruiser 300,16,Ամենագնաց,Ավտոմատ,Ձախ,Դիզել,Սպիտակ,մաքսազերծված չ,96500
2020,Chevrolet,Equinox,17928,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,4900
2019,Hyundai,Sonata,18352,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4100
2001,Mitsubishi,Chariot,33580,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Աջ,Գազ,Սպիտակ,Մաքսազերծված,4500
2017,Nissan,Sentra,72420,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,12000
2018,Chevrolet,Traverse,15000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13400
2021,Nissan,Rogue,47388,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4400
2018,Hyundai,Accent,100000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3700
2020,Mercedes-Benz,C 300,18324,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14200
2003,Mazda,6,230000,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,5200
2019,Hyundai,Tucson,18245,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5900
2020,Toyota,Corolla,115872,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,6300
2021,Nissan,Maxima,1542,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7600
2022,Toyota,Corolla,18507,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,12000
2016,BMW,X5,68380,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,20700
2016,Toyota,Camry,92929,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,10500
2019,Hyundai,Sonata,30577,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,21500
2022,Toyota,Land Cruiser 300,200,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,98000
2018,Jeep,Cherokee,17352,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4500
2018,Infiniti,QX50,43452,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6000
2019,Toyota,Rav 4,73611,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,11000
2016,Chrysler,Town & Country,14912,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,9450
2019,Volkswagen,Jetta,27926,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12500
2017,Mini,Cooper,123919,Կուպե,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5800
2019,Toyota,Rav 4,71776,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12000
2018,Toyota,Camry,72774,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10900
2008,Ford,Explorer,230000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,14000
2019,Subaru,Forester,18374,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5300
2021,BMW,X7,16947,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,45200
2011,BMW,535,163000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,20900
2020,Kia,Sedona,40394,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6200
2021,Toyota,Camry,6690,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10800
2020,Nissan,Kicks,22593,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Ոսկեգույն,մաքսազերծված չ,4800
2021,Volkswagen,Jetta,16734,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5700
2021,Hyundai,Sonata,16354,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,10100
2016,Toyota,Camry,271238,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5700
2020,Nissan,Kicks,88631,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6100
2021,Volkswagen,ID.4,12000,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,Մաքսազերծված,35500
2021,Toyota,Sienna,56589,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,16000
2010,Mercedes-Benz,S 63 AMG,135000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,30000
2020,Subaru,Forester,17826,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8800
2020,Chevrolet,Malibu,87784,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10000
2022,Kia,Forte,1459,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8500
2002,Infiniti,QX4,250000,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Մաքսազերծված,6800
2019,Kia,Sportage,23665,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,7000
2017,Mercedes-Benz,S 550,24000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,18500
2021,Toyota,Rav 4,18256,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9200
2021,Volkswagen,Atlas,17248,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10300
2018,Kia,Forte,19347,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2800
2017,Mazda,6,103000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,17200
2018,Honda,Accord,90921,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7300
2013,BMW,535,160000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,14500
2021,Mazda,CX-30,3700,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,32000
2018,Jeep,Compass,44256,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,22500
2019,Mazda,3,18264,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3300
2019,Audi,Q7,35000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,18500
2017,BMW,X5,145000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,41000
2016,Mercedes-Benz,GLE 350,23914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,21000
2017,Kia,Soul,74029,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2500
2019,Toyota,Corolla,18634,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4900
2016,Mercedes-Benz,S 550,24123,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,17800
2020,Toyota,Rav 4,24357,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,23000
2018,BMW,X5,49889,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,13000
2015,Toyota,Corolla,138403,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,14300
2017,Nissan,Altima,22917,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3500
2018,Mazda,3,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2800
2016,Nissan,Pathfinder,24400,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4450
2018,Kia,Forte,17934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2800
2018,Toyota,Rav 4,19365,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6500
2018,Toyota,C-HR,18347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5700
2018,Hyundai,Kona,38865,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6800
2021,Nissan,Maxima,16852,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10500
2018,Mazda,CX5,78000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,30000
2020,Nissan,Rogue,17937,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5600
2018,Mercedes-Benz,GLS 63 AMG,98169,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,23100
2019,Kia,Optima,19354,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4500
2018,Infiniti,Q50,21320,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5200
2016,Dodge,Այլ/Օther,152404,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,1500
2017,Nissan,Rogue,24000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2017,Nissan,Maxima,19937,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4900
2017,Hyundai,Tucson,162543,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9800
2019,Toyota,Rav 4,21947,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7200
2019,Mazda,CX5,46228,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8500
2011,Nissan,Juke,197949,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,10300
2016,Subaru,Forester,22731,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3400
2006,Kia,Sorento,168000,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,8500
2019,Honda,HR-V,25269,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8200
2021,Lexus,ES 350,16937,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,22100
2016,Nissan,Rogue,91732,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16500
2021,Audi,S5,17329,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,19500
2020,Hyundai,Santa Fe,17348,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8200
2019,BMW,X3,18964,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,10100
2017,Mercedes-Benz,GLE 350,20132,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,23000
2018,BMW,X6,22369,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,25000
2014,Hyundai,Elantra,120000,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,16700
2018,Mercedes-Benz,C 300,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10300
2022,Toyota,Camry,16737,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12200
2017,Toyota,Camry,49920,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17000
2020,Toyota,Corolla,18549,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5700
2017,Nissan,Rogue,46000,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Նարնջագույն,Մաքսազերծված,19900
2016,Tesla,Model S,21834,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Կապույտ,մաքսազերծված չ,15100
2021,Toyota,Camry,6841,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,20000
2007,Mercedes-Benz,S 500,202000,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Մաքսազերծված,15000
1962,GAZ,21 Волга,123456,Սեդան,Մեխանիկական,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,12500
2018,Toyota,Corolla,141886,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7700
2005,Hyundai,Sonata,200000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,4500
2017,BMW,540,21738,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8300
2016,Nissan,Rogue,21795,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3700
2016,Mazda,3,22695,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2200
2017,Infiniti,Q50,25000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5500
2018,Chevrolet,Cruze,19314,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,3200
2018,Mazda,6,138403,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16900
1999,BMW,318,246000,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սև,Մաքսազերծված,5300
2019,Honda,HR-V,8000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,23500
2016,Honda,CR-V,23478,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7300
2018,Toyota,Avalon,45061,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,7000
2004,BMW,X5,242000,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,8400
2016,Jeep,Renegade,22834,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3200
