Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2020,Hyundai,Sonata,31152,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,17000
2019,Toyota,Corolla,67186,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8100
2018,Toyota,Highlander,18645,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,15600
2017,Ford,Focus,21297,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,1900
2019,Volkswagen,Jetta,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4100
2022,BMW,M2,37014,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,26000
2005,Mercedes-Benz,S 350,136000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,13900
2011,Mercedes-Benz,G 550,85000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,57000
2021,Toyota,Camry,19759,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10700
2018,Hyundai,Elantra,18374,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3800
2019,Toyota,Highlander,18645,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16800
2018,Volkswagen,Passat,114049,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5400
2019,Mercedes-Benz,GLC 300,98169,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11000
2014,Toyota,Corolla,110000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,15800
2016,Land,Rover Range Rover Sport,23195,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,20100
2017,Toyota,Tundra,23417,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,13500
2020,Volkswagen,Jetta,17395,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4500
2006,Lexus,GX 470,241401,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,28000
2018,Chevrolet,Malibu,18965,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3500
2021,Chevrolet,Spark,35777,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Բեժ,մաքսազերծված չ,9300
2021,Hyundai,Sonata,46815,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,9500
2018,Hyundai,Elantra,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3600
2020,Mazda,6,50211,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,15500
2022,Volkswagen,ID.4,19,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,Մաքսազերծված,34500
2021,BMW,X6,16832,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,42200
2018,Hyundai,Elantra,44000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5700
2017,BMW,X5,21934,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,14200
2014,Lexus,IS 250,53108,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,25500
2016,Mercedes-Benz,C 300,168393,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,17000
2019,Toyota,Rav 4,76390,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,11000
2018,BMW,340,80000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,38000
2016,Chevrolet,Cruze,22847,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,2500
2021,Porsche,Cayenne,13413,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,32000
2017,Chevrolet,Malibu,88492,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,27800
2019,Lexus,ES 350,25163,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,22000
2018,Toyota,Corolla,22800,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4500
2009,VAZ,(Lada) 2107,36000,Սեդան,Մեխանիկական,Ձախ,Գազ,Կանաչ,Մաքսազերծված,6500
2017,Kia,Forte,44046,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5700
2017,Chevrolet,Cruze,153962,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2800
2018,Mazda,3,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3100
2021,Jeep,Compass,22572,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7500
2020,Nissan,Maxima,18245,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8800
2018,Hyundai,Tucson,17395,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6200
2017,Kia,Optima,22847,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3700
2016,Toyota,4-Runner,92000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,39900
2015,Chevrolet,Cruze,193121,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,10700
2020,Mazda,3,31184,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12400
2016,Ford,Fusion,20000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4000
2021,Hyundai,Kona,20760,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7000
2016,VAZ,(Lada) 2121 NIVA (4x4),62000,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,9800
2018,Ford,Fiesta,65000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կանաչ,մաքսազերծված չ,2500
2017,Infiniti,QX50,21835,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7100
2017,Mercedes-Benz,C 300,106620,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,14000
2010,Opel,Astra,103000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,8800
2019,Kia,Optima,18247,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2020,BMW,X5,34979,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,48000
2020,Jeep,Grand Cherokee,21000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,15000
2019,Chevrolet,Equinox,18528,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8600
2018,Honda,CR-V,18834,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10200
2019,BMW,X5,18364,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,25300
2018,Audi,Q7,79081,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,19000
2020,BMW,330,20500,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,16300
2016,Hyundai,Sonata,90123,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,2500
2017,Mazda,6,19935,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3800
2022,Volkswagen,Tiguan,6000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,16500
2018,Ford,F150,23695,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,12000
2018,Nissan,Rogue,78037,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6800
2017,Ford,Fusion,53108,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,13500
2017,BMW,X4,60000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,13000
2018,Honda,Pilot,73547,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8500
2019,Ford,Mustang,18347,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7200
2020,Nissan,Rogue,24140,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5600
2017,Nissan,Pathfinder,22345,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4900
2015,Lexus,NX 200,54000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,35500
2006,Mercedes-Benz,S 550,120000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,18500
2019,Mercedes-Benz,C 300,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,11900
2019,Kia,Rio,52134,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8750
2012,BMW,535,212433,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18800
2019,Toyota,Camry,77774,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17200
2016,Kia,Sorento,21735,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,4200
2020,Hyundai,Tucson,17348,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2018,Volkswagen,Tiguan,140054,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8800
2017,Hyundai,Santa Fe,18396,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5100
2019,Lexus,NX 300h,41131,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16000
2019,Nissan,Rogue,18374,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5300
2019,Tesla,Model X,97915,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,37500
2019,Hyundai,Kona,69201,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,21400
2019,Infiniti,QX50,17628,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9300
2020,Jeep,Grand Cherokee,18342,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,16200
2020,Tesla,Model Y,13500,Ունիվերսալ,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,Մաքսազերծված,60000
2020,Jeep,Cherokee,33796,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8000
2021,Kia,Sportage,12417,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5900
2021,BMW,X3,16947,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14200
2018,Toyota,C-HR,92000,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Երկնագույն,Մաքսազերծված,22900
2019,Kia,Forte,34909,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5800
2017,Kia,Optima,93341,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,18500
2019,Land,Rover Range Rover,38000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,170000
2008,Mercedes-Benz,CL 55 AMG,180000,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,20000
2018,Toyota,Corolla,80463,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3900
2018,Toyota,Corolla,19364,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,4300
2022,Nissan,Kicks,5432,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,8500
2018,Toyota,Camry,18392,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7200
2022,Toyota,Camry,16925,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,12200
2022,Mercedes-Benz,S 500,4342,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,69000
2017,Hyundai,Accent,67592,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2300
2017,Honda,Civic,21934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4700
2021,Mazda,CX-30,18247,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,8300
2020,Hyundai,Elantra,18247,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4600
2017,Ford,Escape,22749,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3200
2007,Lexus,LX 470,140000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,40000
2018,Hyundai,Kona,82076,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,23500
2017,Nissan,Altima,24100,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3500
2008,Mercedes-Benz,E 350,200000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,14300
2017,Mazda,CX5,22136,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5400
2019,BMW,330,18345,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17100
2022,Kia,K5,16385,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11200
2020,Jeep,Grand Cherokee,18385,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16300
2017,Tesla,Model S,101451,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,մաքսազերծված չ,16000
2000,VAZ,(Lada) 2121 NIVA (4x4),300000,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,3800
2016,Nissan,Pathfinder,22974,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2022,Toyota,Corolla,3540,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Արծաթագույն,մաքսազերծված չ,9500
2017,Nissan,Sentra,167371,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,1800
2019,Volkswagen,Jetta,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4300
2017,Ford,Mustang,83635,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,15500
2016,Kia,Forte,23914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,1900
2009,Nissan,Versa,281635,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,7000
2019,Mercedes-Benz,AMG GT,23000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,105000
2021,Lexus,GX 460,17265,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,29500
2021,Kia,Rio,41000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6200
2017,Nissan,Sentra,21957,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,2600
2019,Dodge,Challenger,18645,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,8500
2019,Kia,Optima,22530,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4600
2019,Volkswagen,Jetta,18522,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4300
2000,Lexus,RX 300,243010,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,9300
2008,Toyota,Vitz,122000,Հետչբեք,Ավտոմատ,Աջ,Գազ,Սպիտակ,Մաքսազերծված,7000
2017,Nissan,Sentra,139058,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,3300
2017,Nissan,Sentra,20365,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2800
2021,Nissan,Versa,17749,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5300
2018,Toyota,Camry,45061,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,30500
2019,Nissan,Frontier,18347,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8200
2019,Mazda,3,37084,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8400
2018,Mazda,CX9,114263,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,35200
2022,Toyota,Highlander,16394,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,21600
2019,Mercedes-Benz,E 300,41842,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14500
2018,Mazda,CX5,18354,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5500
2017,Hyundai,Elantra,21735,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3100
2020,Toyota,Corolla,18524,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5900
2021,Lexus,GX 460,16394,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,30100
2020,Nissan,Kicks,48903,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12000
2020,Toyota,Camry,92904,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,19000
2018,Jeep,Grand Cherokee,19347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,12100
2020,Honda,CR-V,11300,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,14000
2016,Nissan,Rogue,22791,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3700
2018,BMW,440,63100,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9000
2020,Kia,Sorento,24140,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7200
2018,Nissan,Maxima,209214,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3950
2017,Hyundai,Tucson,20739,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5200
2011,Toyota,Camry,202777,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Մաքսազերծված,13700
2018,Mercedes-Benz,E 43 AMG,84598,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,37650
